ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands
888,simple,PRD-06263160,,"LAPTOP LENOVO IP3 15IRH10 CI5-13420H 2.4GHZ-16GB-512GB SSD-LUNA GREY-15.3""WUXGA-W11",1,0,visible,"Pantalla: 15.3″ WUXGA 1920 x 1200 IPS 300 NITS, antireflejo 45% Ntsc:60. Gráficos integrados: Intel® UHD Graphics. Memoria Ram: 8GB DDR5-4800 MHz+8GB DDR5-4800.","Detalles del ProductoLAPTOP LENOVO IP3 15IRH10 CI5-13420H 2.4GHZ-16GB-512GB SSD-LUNA GREY-15.3""WUXGA-W11Pantalla: 15.3″ WUXGA 1920 x 1200 IPS 300 NITS, antireflejo 45% Ntsc:60Procesador: Intel Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core up to 4.6GHz, E-core up to 3.4GHz, 12MB Intel Smart Cache.Gráficos integrados: Intel® UHD Graphics .Memoria Ram: 8GB DDR5-4800 MHz+8GB DDR5-4800.Max Memoria: Up to 24 GB (8GB soldered + 16GB SODIMM) DDR5-4800Disco duro: 512GB SSD M.2 2242 PCIe® 4.0×4 NVMe®.Cámara: HD 720p con obturador de privacidad.Sistema Operativo: Windows 11 Home.Bluetooth: 5.2Wi-Fi® 6, 802.11ax 2×2.Dimensiones: (13,52 x 9,51 x 0,67-0,70 pulgadas)2 USB 3.2 Tipo A/ 1x USB-C® (USB 5Gbps / USB 3.2 Gen 1), con USB PD 45-65W and DisplayPort™ 1.2/ Jack 3.5mm/Hdmi / Sd Card Reader/ 1 Conector de alimentación .",,,taxable,,1,,,0,0,,,,,1,,,"969,99",Laptops,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/83K1007WLM-W11-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/83K1007WLM-W11-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/83K1007WLM-W11-4.webp",,,,,,,,,0,
892,simple,PRD-82624110,,"LAPTOP ASUS TUF GAMING A15 AMD R7-7445HS 3.2GHZ-16GB-512GB SSD-TG RTX3050 4GB-BLACK-15.6""FHD-W11 MOCHILA + MOUSE",1,0,visible,Pantalla: 15.6″FHD 1920 x 1080. Procesador: AMD Ryzen 7 7445HS 3.2 GHz hasta 4.7GHz. Gráficos dedicada: NVIDIA GeForce RTX 3050 4GB GDDR6. Cámara: 720p HD.,"Detalles del ProductoLAPTOP ASUS TUF GAMING A15 AMD R7-7445HS 3.2GHZ-16GB-512GB SSD-TG RTX3050 4GB-BLACK-15.6""FHD-W11 MOCHILA + MOUSEPantalla: 15.6″FHD 1920 x 1080.Procesador: AMD Ryzen 7 7445HS 3.2 GHz hasta 4.7GHz.Gráficos dedicada: NVIDIA GeForce RTX 3050 4GB GDDR6.Memoria Ram: 16GB DDR5 5600 SO-DIMM – La velocidad de la memoria de los sistemas varía según la especificación de la CPU.Memory Slot: (2x SO-DIMM) hasta 64GB.Disco duro: 512GB PCIe® 4.0 NVMe™ M.2 SSDCámara: 720p HD.Frecuencia de Actualizacion: 144Hz.Brillo: 250 nits.Glare: Anti-reflejo.Sistema Operativo: Windows 11 Home.Bluetooth: 5.3Wi-Fi 6(802.11ax) (Dual band) 2*2.Teclado Chiclet retroiluminado 1 zona RGB.1 USB 3.2 Tipo C/3 USB 3.2 Tipo A/ HDMI/ RJ45/ Jack 3.5mm.Dimension (WxHxD) 35.9 x 25.6 x 2.28 ~ 2.45 cm.Peso: 2.30 kg.Color: Graphite Black.Incluye: 1 Mouse P309 TUF GAMING M3/ Mochila Tuf Gaming.",,,taxable,,1,,,0,0,,,,,1,,,"1249,99",Laptops,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/FA506NCG-HN194-W11-1-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/FA506NCG-HN194-W11-2-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/FA506NCG-HN194-W11-4.webp",,,,,,,,,0,
898,simple,SKU-33404097,,"LAPTOP HP OMNIBOOK 5 NG AI PC AMD R5-AI 340 2.0GHZ-16GB-512GB SSD- SILVER-16""2K -GAME PASS-W11",1,0,visible,"Pantalla: 16.” 2K (1920 x 1200). Procesador: AMD RYZEN ™ AI 5 340 (hasta 4.8 GHZ, NPU 50 TOPSAI (50 TOPS de NPU). Gráficos Integrada: AMD Radeon. Bluetooth: 5.4.","Detalles del ProductoLAPTOP HP OMNIBOOK 5 NG AI PC AMD R5-AI 340 2.0GHZ-16GB-512GB SSD- SILVER-16""2K -GAME PASS-W11Pantalla: 16.” 2K  (1920 x 1200) .Procesador: AMD RYZEN ™ AI 5 340 (hasta 4.8 GHZ, NPU 50 TOPSAI (50 TOPS de NPU).Gráficos Integrada: AMD Radeon.Memoria Ram: 16GB LPDDR5x-7500 MT/s .Disco duro: SSD M.2 PCIe® NVMe™ de 512GB.Cámara: Cámara de infrarrojos HP True Vision FHD 1080p con reducción temporal de ruidos y micrófonos digitales de matriz doble integrados.Bluetooth: 5.4Tarjeta inalámbrica: Realtek Wi-Fi 6 (2×2).2 USB Tipo-C/ 2 USB Tipo-A/ Hdmi/ Jack 3.5mm.Batería: aproximadamente un 50 % en 30 minutos.Dimensiones: 35.77 x 25.48 x 1.79.Peso: 1,79 kg.Sistema Operativo: Windows 11 Home.",,,taxable,,1,,,0,0,,,,,1,,,"1199,99",Laptops,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/16-AG1051LA-6-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/16-AG1051LA-5.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/16-AG1051LA-4.webp",,,,,,,,,0,
902,simple,PRD-02965910,,"LAPTOP ASUS V16 CI5-210H 2.2GHZ-16GB-512GB SSD-TG RTX4050 6GB-MATTE BLACK-16""WUXGA-W11",1,0,visible,Pantalla: 16″ WUXGA 1920 x 1200. Procesador: Intel Ci5 210H 2.2 Ghz hasta 4.8 Ghz. Memoria Ram: 16 GB DDR5. Disco duro: 512 GB M.2 NVMe™ PCIe® 4.0 SSD.,"Detalles del ProductoLAPTOP ASUS V16 CI5-210H 2.2GHZ-16GB-512GB SSD-TG RTX4050 6GB-MATTE BLACK-16""WUXGA-W11Pantalla: 16″ WUXGA 1920 x 1200.Procesador: Intel Ci5 210H 2.2 Ghz hasta 4.8 Ghz.Gráficos integrados:  NVIDIA® GeForce RTX™ 4050  6GB GDDR6 Laptop GPU (194 AI TOPs).Memoria Ram: 16 GB DDR5.Disco duro: 512 GB M.2 NVMe™ PCIe® 4.0 SSD.Cámara: 1080p FHD con obturador de privacidad.Sistema Operativo: Windows 11 Home.Bluetooth: 5.3Micrófono integrado.Panel táctil de precisión.1 USB Tipo C/ 2 USB 3.2 Tipo A / 1 HDMI/ Jack 3.5mm.Wi-Fi 6(802.11ax) (Dual band) 2*2 .Dimension (WxHxD) 35.70 x 25.07 x 1.80  ~ 2.20 cm.Peso: 1.95 kg.",,,taxable,,1,,,0,0,,,,,1,,,"1329,99",Laptops,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/V3607VU-RP148-W11-6.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/V3607VU-RP148-W11-7.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/V3607VU-RP148-W11-1-1.webp",,,,,,,,,0,
906,simple,SKU-05252369,,"LAPTOP LENOVO IPS3 15AMN8 R5-7520U 2.8GHZ-16GB-512GB SSD-GREY-15.6"" - W11",1,0,visible,Pantalla: 15.6″FHD 1920 x 1080 TN de 250 nits antirreflejo. Procesador: AMD Ryzen 5 7520U 2.8Ghz hasta 4.3Ghz. Gráficos integrados: AMD Radeon™ 610M.,"Detalles del ProductoLAPTOP LENOVO IPS3 15AMN8 R5-7520U 2.8GHZ-16GB-512GB SSD-GREY-15.6"" – W11Pantalla: 15.6″FHD 1920 x 1080 TN de 250 nits antirreflejo.Procesador: AMD Ryzen 5 7520U 2.8Ghz hasta 4.3Ghz.Gráficos integrados: AMD Radeon™ 610M.Memoria Ram: 16 GB LPDDR5-5500 MHz soldados sin ranuras.Disco duro: 512GB SSD M.2 2242 PCIe® 4.0×4 NVMe.Cámara: FHD 1080p con obturador de privacidad.Sistema Operativo: Windows 11 Home.Bluetooth: 5.2Wi-Fi® 6, 802.11ax 2×2.1 USB-C 3.2/ 2 USB 3.2/ HDMI/ Card reader / Jack 3.5mm.",,,taxable,,1,,,0,0,,,,,1,,,"809,99",Laptops,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/82XQ00RBLM-W11-6.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/82XQ00RBLM-W11-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/82XQ00RBLM-W11-1.webp",,,,,,,,,0,
910,simple,PRD-12128129,,AUDIFONO CUBITT POWER HEADPHONE NEGRO,1,0,visible,Cancelación Activa de Ruido Híbrida (ANC). Audio Envolvente de Alta Fidelidad. Micrófono con Tecnología de 4 Micrófonos. Detección Automática (Auto Pause).,Detalles del ProductoAUDIFONO CUBITT POWER HEADPHONE NEGROCancelación Activa de Ruido Híbrida (ANC)Audio Envolvente de Alta FidelidadReproducción Extrema(40 horas con ANC activado y hasta 60 horas con ANC desactivado)Micrófono con Tecnología de 4 MicrófonosDetección Automática (Auto Pause)Modo de Baja Latencia y Detección AutomáticaDiseño Ergonómico y Ajustable,,,taxable,,1,,,0,0,,,,,1,,,"64,99",Audifonos,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/CT-PWANC1-BK-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/CT-PWANC1-BK-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/CT-PWANC1-BK.webp",,,,,,,,,0,
914,simple,PRD-28344150,,AUDIFONO + MICROFONO PRIMUS ARCUS 300S IN-EAR BLUETOOTH - BLANCO,1,0,visible,"Modo de conexión dual (a través de bluetooth V5.4 o dongle de 2.4 GHZ). Compatible con PC, Playstation y Nintendo Switch. Cancelación activa de ruido (ANC).","Detalles del ProductoAUDIFONO + MICROFONO PRIMUS ARCUS 300S IN-EAR BLUETOOTH – BLANCOModo de conexión dual (a través de bluetooth V5.4 o dongle de 2.4 GHZ)Compatible con PC, Playstation y Nintendo SwitchDongle USB 2 en 1 (USB-C + USB-A) para baja latencia20H de tiempo de funcionamiento total, incluidos los ciclos de cargaCancelación activa de ruido (ANC)Cancelación de ruido ambiental (ENC) para aislar y amplificar tu voz durante las llamadas telefónicasPantalla LCS en el estuche de carga que muestra el estado de la batería de cada audífonoControl táctil",,,taxable,,1,,,0,0,,,,,1,,,"39,99",Audifonos,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/PWH-300.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/PWH-300-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/PWH-300-1.webp",,,,,,,,,0,
918,simple,CMP-93942362,,"TELEVISOR-TV INDURAMA 50"" QLED 4K UHD 50TIKJ1UHDQLED - GOOGLE TV 5.0",1,0,visible,"Pantalla 50″ QLED Direct con resolución 4K Ultra HD (3840 × 2160). Google TV con Android 14, acceso a más de 10.000 aplicaciones.","Detalles del ProductoTELEVISOR-TV INDURAMA 50"" QLED 4K UHD 50TIKJ1UHDQLED – GOOGLE TV 5.0Pantalla 50″ QLED Direct con resolución 4K Ultra HD (3840 × 2160).Google TV con Android 14, acceso a más de 10.000 aplicaciones.Google Assistant y Chromecast integrados para mayor comodidad.Dolby Vision® para imágenes más brillantes, realistas y con mayor contraste.Dolby Atmos® con audio de 24W para un sonido envolvente.64 GB de almacenamiento y 2 GB de RAM para un funcionamiento rápido y fluido.Tecnología MEMC y HDR10 para imágenes más suaves y definidas.WiFi Dual Band y Bluetooth 5.1 para una conectividad estable.Función Miracast para compartir la pantalla de tu smartphone o tablet.Diseño Frameless Ultra Slim con bordes ultradelgados que maximizan la experiencia visual.3 puertos HDMI y 2 puertos USB para conectar múltiples dispositivos.Incluye soporte de pared y doble control remoto.Garantía de 2 años por desperfecto de fábrica",,,taxable,,1,,,0,0,,,,,1,,,"439,99",Televisores,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/10038191-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/10038191-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/10038191-5.webp",,,,,,,,,0,
922,simple,SKU-30395524,,"TELEVISOR-TV INNOVA 58"" LED 4K UHD SMART - GOOGLE TV",1,0,visible,Pantalla 58″ DLED Ultra HD 4K (3840 × 2160). Google TV con Android 14 para acceder a miles de aplicaciones. Google Assistant integrado con control por voz.,"Detalles del ProductoTELEVISOR-TV INNOVA 58"" LED 4K UHD SMART – GOOGLE TVPantalla 58″ DLED Ultra HD 4K (3840 × 2160).Google TV con Android 14 para acceder a miles de aplicaciones.Google Assistant integrado con control por voz.Chromecast integrado para transmitir contenido desde tu celular o tablet.Compatible con Netflix, YouTube, Prime Video y Google Play.Procesador Quad-Core ARM Cortex-A55 para un desempeño fluido.GPU Mali-G52MC1 Dual-Core para mejor rendimiento gráfico.Memoria RAM de 2 GB y almacenamiento interno de 8 GB.Wi-Fi Dual Band para una conexión más rápida y estable.Bluetooth 5.1 para conectar audífonos, parlantes y otros dispositivos.Sistema de audio 16 W (8 W + 8 W).3 puertos HDMI para conectar consolas, reproductores y decodificadores.2 puertos USB para reproducción de contenido multimedia.Entrada LAN (RJ45) para conexión por cable.Salida de audio óptica (SPDIF) para sistemas de sonido.Amplio ángulo de visión de 178° para una excel",,,taxable,,1,,,0,0,,,,,1,,,"469,99",Televisores,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/IN-TVLED-58NUHD-MPS-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IN-TVLED-58NUHD-MPS-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IN-TVLED-58NUHD-MPS.webp",,,,,,,,,0,
926,simple,PRD-59950234,,"CELULAR SAMSUNG GALAXY A26 6.6"" 5G 8GB 256GB NEGRO SINGLE SIM",1,0,visible,"Pantalla: 6.7″, Super AMOLED, 120Hz, 1080 x 2340 pixels. Equipo Single Sim. Procesador: Exynos 1280 (5 nm). Android 15 (6 actualizaciones); One Ui 7. RAM: 8GB.","Detalles del ProductoCELULAR SAMSUNG GALAXY A26 6.6"" 5G 8GB 256GB NEGRO SINGLE SIMPantalla: 6.7″, Super AMOLED, 120Hz, 1080 x 2340 pixelsEquipo Single SimProcesador: Exynos 1280 (5 nm)Android 15 (6 actualizaciones); One Ui 7RAM: 8GBAlmacenamiento: 256GBCertificacion IP67Corning Gorilla Glass Victus+ parte delantera y traseraExpansión: SICámara: Triple:50 MP, f/1.8 OIS , (wide)8 MP, f/2.2 UGA, (ultrawide)2 MP, f/2.4, (macro)Camara frontal: 13 MP, f/2.2, (wide)Batería: 5000 mAhCarga rapida 25WPeso: 200 gIncluye case de regalo",,,taxable,,1,,,0,0,,,,,1,,,"329,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/SAM-A26-BK-SS-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/SAM-A26-BK-SS-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/SAM-A26-BK-SS-2.webp",,,,,,,,,0,
930,simple,SKU-14998853,,CELULAR APPLE IPHONE 17 PRO MAX 256GB SILVER MFYM4LZ/A,1,0,visible,"Pantalla: LTPO Super Retina XDR OLED, 120 Hz, HDR10, Dolby Vision, 1000 nits (típico). Dimensiones: 163,4 x 78 x 8,8 mm. Resolución: 1320 x 2868 píxeles.","Detalles del ProductoCELULAR APPLE IPHONE 17 PRO MAX 256GB SILVER MFYM4LZ/APantalla: LTPO Super Retina XDR OLED, 120 Hz, HDR10, Dolby Vision, 1000 nits (típico)Dimensiones: 163,4 x 78 x 8,8 mmResolución: 1320 x 2868 píxelesSistema operativo:  iOS 26, actualizable a iOS 26.1Conjuto de chips: Apple A19 ProUPC: Hexa-coreMemoria: 256GB 12 GB de RAMCámara principal: 48MP Flash de doble LED y doble tono, HDRCámara frontal: 18MP HDR video 4KBatería: 5088 mAh",,,taxable,,1,,,0,0,,,,,1,,,"1989,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/IPHONE-17PROM-256-SL-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPHONE-17PROM-256-SL.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPHONE-17PROM-256-SL-2.webp",,,,,,,,,0,
934,simple,ITM-28781456,,CELULAR APPLE IPHONE 17 PRO 256GB SILVER MG8G4LZ/A,1,0,visible,Capacidad: 256GB. Pantalla: Pantalla Super Retina XDR/ Pantalla OLED de 6.3 pulgadas (diagonal) sin marco. Resolución: 2622X1206 a 460 ppi. IP68. Chip A19 Pro.,"Detalles del ProductoCELULAR APPLE IPHONE 17 PRO 256GB SILVER MG8G4LZ/ACapacidad: 256GBPantalla: Pantalla Super Retina XDR/ Pantalla OLED de 6.3 pulgadas (diagonal) sin marcoResolución: 2622X1206  a 460 ppiTecnología ProMotion con frecuencias de actualización adaptativas de hasta 120 HzBrillo máximo de 1,000 nits (normal); pico de brillo de 1,600 nits (HDR); pico de brillo de 3,000 nits (en exteriores); brillo mínimo de 1 nitIP68Chip A19 ProCámara principal: 48MPCámara frontal: 18MPBatería de litio de 4823mAh",,,taxable,,1,,,0,0,,,,,1,,,"1789,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/IPHONE-17PRO-256G-SL-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPHONE-17PRO-256G-SL-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPHONE-17PRO-256G-SL-2.webp",,,,,,,,,0,
938,simple,CMP-61774467,,CELULAR INFINIX HOT 70 8GB+256GB NEGRO,1,0,visible,"Pantalla: 6.78″ IPS HD+ LCD Ultra-Bright 720*1576 pixeles (700 ppi) 120Hz. Procesador: MediaTek Helio G100 Ultimate. Powered by XOS 16, Powered by Android ™ 16.","Detalles del ProductoCELULAR INFINIX HOT 70 8GB+256GB NEGROPantalla: 6.78″  IPS HD+ LCD Ultra-Bright 720*1576 pixeles (700 ppi) 120HzProcesador: MediaTek Helio G100 UltimatePowered by XOS 16, Powered by Android ™ 16Ram: 4 GB RAM + 4 GB VIRTUALCapacidad: 256GB ROMCámara Principal: 50MP, AF SupportedCámara Frontal: 8MP, FF SupportedBatería: 5600mAhCargador 45WSim: 2 nano SIMs + Micro SDSensor: G-sensor/E-Compass/Gyroscope/Light Sensor/Proximity Sensor/Side-Fingerprint/ Motor/Infrared BlasterConectividad: NFC SupportedIP 65: SPLASH, WATER AND DUST RESISTANCE",,,taxable,,1,,,0,0,,,,,1,,,"349,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/INF-HOT70-8-256-BK-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/INF-HOT70-8-256-BK.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/INF-HOT70-8-256-BK-1.webp",,,,,,,,,0,
942,simple,CMP-40325002,,CELULAR INFINIX HOT 70 4GB+256GB Negro,1,0,visible,"Pantalla: 6.78″ IPS HD+ LCD Ultra-Bright 720*1576 pixeles (700 ppi) 120Hz. Procesador: MediaTek Helio G100 Ultimate. Powered by XOS 16, Powered by Android ™ 16.","Detalles del ProductoCELULAR INFINIX HOT 70 4GB+256GB NegroPantalla: 6.78″  IPS HD+ LCD Ultra-Bright 720*1576 pixeles (700 ppi) 120HzProcesador: MediaTek Helio G100 UltimatePowered by XOS 16, Powered by Android ™ 16Ram: 4 GB RAM + 4 GB VIRTUALCapacidad: 256GB ROMCámara Principal: 50MP, AF SupportedCámara Frontal: 8MP, FF SupportedBatería: 5600mAhCargador 45WSim: 2 nano SIMs + Micro SDSensor: G-sensor/E-Compass/Gyroscope/Light Sensor/Proximity Sensor/Side-Fingerprint/ Motor/Infrared BlasterConectividad: NFC SupportedIP 65: SPLASH, WATER AND DUST RESISTANCE",,,taxable,,1,,,0,0,,,,,1,,,"239,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/INF-HOT70-4-256-BK-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/INF-HOT70-4-256-BK.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/INF-HOT70-4-256-BK-1.webp",,,,,,,,,0,
946,simple,CMP-66378214,,CELULAR MOTOROLA EDGE 70 FUSION 8GB+256GB AZUL,1,0,visible,"Pantalla: 6.8″ pOLED (4 curved) 1.5K, Corning® Gorilla® Glass 7i. Procesador: Qualcomm Snapdragon 7s Gen 3 / 1. Almacenamiento: 256GB. Cámara: 32MP (Frontal).","Detalles del ProductoCELULAR MOTOROLA EDGE 70 FUSION 8GB+256GB AZULPantalla: 6.8″ pOLED (4 curved) 1.5K, Corning® Gorilla® Glass 7iProcesador: Qualcomm Snapdragon 7s Gen 3 / 1RAM: 8 GB (física) + hasta 16 GB (RAM Boost) con elección automática a través de IAAlmacenamiento: 256GBProtección contra el agua IP68/IP69? MIL-STD 810H?Cámara Posterior: 50MP OIS + 13MP W/M/DCámara: 32MP (Frontal)Bluetooth: 6.0Batería: 5200 mAhCarga Rápida 68WOS: Android 16.0",,,taxable,,1,,,0,0,,,,,1,,,"529,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/MOT-EDGE70FUS-AZ-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/MOT-EDGE70FUS-AZ-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/MOT-EDGE70FUS-AZ.webp",,,,,,,,,0,
950,simple,SKU-55959613,,CELULAR HONOR X5C PLUS 6GB 256GB NEGRO,1,0,visible,"Dimensiones: 167mm x 77mm x 7,89mm. Pantalla: Tipo TFTLCD de 6,74 pulgadas. Resolución de 720 x 1600 píxeles. Procesador: MediaTek Helio G81 de ocho núcleos.","Detalles del ProductoCELULAR HONOR X5C PLUS 6GB 256GB NEGRODimensiones: 167mm x 77mm x 7,89mmPantalla: Tipo TFTLCD de 6,74 pulgadasResolución de 720 x 1600 píxelesProcesador: MediaTek Helio G81 de ocho núcleos.Sistema: MagicOS 9.0 (basado en Android 15)Memoria: 256GBRAM:  HONOR RAM Turbo (6GB + 6GB)Cámara principal:  50 MP (f/1,8) + QVGA de 0,08mp.Cámara frontal: 5MP (f/2,2).Batería de polímero de litio de 5260 mAh (valor típico).Carga por cable: Compatbile con 15WCarga estándar: HONOR Adaptador de Corriente Conmutado de 15W",,,taxable,,1,,,0,0,,,,,1,,,"234,99",Celulares,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/HONOR-X5CPLUS-256-BK-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/HONOR-X5CPLUS-256-BK-2.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/HONOR-X5CPLUS-256-BK-1.webp",,,,,,,,,0,
954,simple,PRD-84925059,,"TABLET LENOVO IDEA TAB 11"" 8GB 128GB LUNA GREY (INCLUYE TAB PEN PLUS+FOLIO CASE)",1,0,visible,Pantalla: 11″ 2.5K (2560 X1600) IP52 500 nits 90 Hz. Sistema operativo: Android 15 o posterior. Procesador: Mediatek Dimensity 6300. Chipset: Mediatek.,"Detalles del ProductoTABLET LENOVO IDEA TAB 11"" 8GB 128GB LUNA GREY (INCLUYE TAB PEN PLUS+FOLIO CASE)Pantalla: 11″ 2.5K (2560 X1600) IP52 500 nits 90 HzSistema operativo: Android 15 o posteriorProcesador: Mediatek Dimensity 6300Gráficos: GPU ARM Mali-G57 MC2 integradaChipset: MediatekMemoria: LPDDR4 X 8GBAlmacenamiento: 128GBLector de tarjetas: Ranura para tarjeta microSDSoporte de almacenamiento máximo: 128GB / Tarjeta microSD, admite hasta 2TBMicrófono: MonoCámara frontal: 5.0MPCámara trasera: 8.0MPLlamada de voz: NoBatería: 7040 mAhAdaptador de corriente: 10 V/2 A (20W)Puertos: 1x USB-C/ 1X conector combinado para auriculares-micrófono/1x ranura para tarjetaGarantía: 1 año",,,taxable,,1,,,0,0,,,,,1,,,"489,99",Tablets,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/ZAFR0121EC-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/ZAFR0121EC.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/ZAFR0121EC-2.webp",,,,,,,,,0,
958,simple,SKU-41847331,,"TABLET APPLE IPAD PRO M5 11"" WIFI  256GB  SILVER",1,0,visible,P.,"Detalles del ProductoTABLET APPLE IPAD PRO M5 11"" WIFI  256GB  SILVERP",,,taxable,,1,,,0,0,,,,,1,,,"1739,99",Tablets,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/IPAD-PRO11-256GB-SL-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPAD-PRO11-256GB-SL.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPAD-PRO11-256GB-SL-2.webp",,,,,,,,,0,
962,simple,ITM-53068300,,"TABLET APPLE IPAD AIR M4 11"" 128GB WIFI GRIS",1,0,visible,Pantalla de 11″ Multi-Touch retroiluminada por LED con tecnología IP. Resolución de 2360 x 1640 a 264 ppi. Brillo de 500 nits. Chip M4 de Apple.,"Detalles del ProductoTABLET APPLE IPAD AIR M4 11"" 128GB WIFI GRISPantalla de 11″ Multi-Touch retroiluminada por LED con tecnología IP.Resolución de 2360 x 1640 a 264 ppi.Revestimiento oleofóbico resistente a huellas dactilare.Brillo de 500 nits.Compatible con el Apple Pencil (USB-C).Chip M4 de Apple.Cámara gran angular de 12 MP, apertura de ƒ/1.8.Zoom digital de hasta 5x.Batería de polímero de litio recargable integrada de 28.93 Wh.Conectividad: Wi-Fi.",,,taxable,,1,,,0,0,,,,,1,,,"1089,99",Tablets,,,"https://woostore.obayona.com/wp-content/uploads/2026/07/IPAD-AIR11-128GB-GR-3.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPAD-AIR11-128GB-GR-1.webp, https://woostore.obayona.com/wp-content/uploads/2026/07/IPAD-AIR11-128GB-GR-2.webp",,,,,,,,,0,
